,Date,Hour,Offense Type,Beat,Premise,Type,Suffix,Offenses,address
9071,01/21/2018,17,Aggravated Assault,7C20,Residence or House,ST,-,1,"2300 HUTTON,Houston, TX"
9072,01/21/2018,12,Theft,7C20,Residence or House,-,-,1,"5700 MINDEN,Houston, TX"
9073,01/21/2018,13,Aggravated Assault,7C20,"Road, Street, or Sidewalk",-,-,3,"3000 MELBOURNE,Houston, TX"
9074,01/22/2018,7,Aggravated Assault,7C20,"Hotel, Motel, Inn, Etc.",ST,-,1,"5400 CAVALCADE ST,Houston, TX"
9075,01/22/2018,6,Robbery,7C20,Commercial Parking Lot or Garage,-,-,1,"3700 JENSEN DR,Houston, TX"
9076,01/22/2018,11,Theft,7C20,Residence or House,ST,-,1,"4500 HOFFMAN ST,Houston, TX"
9077,01/22/2018,10,Burglary,7C20,Construction Site,-,N,1,"7600 LOOP,Houston, TX"
9078,01/22/2018,10,Burglary,7C20,"Vacant Other Residential (Apartment,Dorms)",DR,-,1,"13200 FARADAY,Houston, TX"
9079,01/22/2018,16,Aggravated Assault,7C20,Residence or House,-,-,1,"2900 CRESTON,Houston, TX"
9080,01/22/2018,17,Theft,7C20,Apartment,ST,-,1,"3800 DABNEY ST,Houston, TX"
9081,01/23/2018,19,Theft,7C20,Miscellaneous Business (Non-Specific),ST,S,1,"400 UTAH,Houston, TX"
9082,01/23/2018,19,Aggravated Assault,7C20,Residence or House,RD,-,1,"5600 ALDINE BENDER,Houston, TX"
9083,01/23/2018,19,Burglary,7C20,Residence or House,RD,-,1,"4800 HIRSCH,Houston, TX"
9084,01/23/2018,10,Robbery,7C20,Bank or Savings Institution Parking Lot,FWY,-,1,"3600 EASTEX,Houston, TX"
9085,01/23/2018,6,Burglary,7C20,Miscellaneous Business (Non-Specific),DR,-,1,"3500 LOCKWOOD,Houston, TX"
9086,01/24/2018,14,Theft,7C20,Apartment,ST,-,1,"3500 CAMPBELL ST,Houston, TX"
9087,01/24/2018,13,Burglary,7C20,Residence or House,ST,-,1,"5700 HORTON,Houston, TX"
9088,01/25/2018,14,Burglary,7C20,Residence or House,ST,-,1,"3000 BAIN ST,Houston, TX"
9089,01/25/2018,14,Theft,7C20,Miscellaneous Business (Non-Specific),RD,-,1,"6300 LIBERTY,Houston, TX"
9090,01/25/2018,13,Theft,7C20,Barber And Beauty Shops,ST,-,1,"4000 KELLEY ST,Houston, TX"
9091,01/25/2018,13,Theft,7C20,Office Building,-,-,1,"3600 JENSEN DR,Houston, TX"
9092,01/25/2018,11,Burglary,7C20,Residence or House,-,-,1,"3300 ERASTUS,Houston, TX"
9093,01/26/2018,15,Aggravated Assault,7C20,Apartment,DR,N,2,"9500 WAYSIDE,Houston, TX"
9094,01/26/2018,15,Aggravated Assault,7C20,"Road, Street, or Sidewalk",ST,-,1,"4000 WAYNE ST,Houston, TX"
9095,01/26/2018,16,Theft,7C20,Driveway,-,-,1,"3200 MELBOURNE,Houston, TX"
9096,01/26/2018,13,Burglary,7C20,Residence or House,-,-,1,"5700 BRACKENRIDGE,Houston, TX"
9097,01/26/2018,11,AutoTheft,7C20,Commercial Parking Lot or Garage,-,-,1,"7000 N LOOP E,Houston, TX"
9098,01/27/2018,5,Aggravated Assault,7C20,Residence or House,ST,-,1,"2100 ELGIN,Houston, TX"
9099,01/27/2018,15,Theft,7C20,Mall Parking Lot,DR,S,1,"10100 HARWIN,Houston, TX"
9100,01/27/2018,16,Theft,7C20,"Other, Unknown, or Not Listed",ST,-,1,"2300 BRINGHURST ST,Houston, TX"
9101,01/28/2018,21,Aggravated Assault,7C20,Residence or House,ST,-,1,"3100 BRILL,Houston, TX"
9102,01/28/2018,12,Theft,7C20,Convenience Store Parking Lot,-,-,1,"6300 KASHMERE,Houston, TX"
9103,01/28/2018,15,Theft,7C20,Grocery Store or Supermarket,DR,-,1,"5800 LOCKWOOD,Houston, TX"
9104,01/28/2018,9,AutoTheft,7C20,"Road, Street, or Sidewalk",DR,-,1,"8800 MESA,Houston, TX"
9105,01/29/2018,4,Burglary,7C20,Grocery Store or Supermarket,DR,-,1,"5800 LOCKWOOD,Houston, TX"
9106,01/29/2018,0,Burglary,7C20,Hospital,ST,-,1,"5600 KELLEY ST,Houston, TX"
9107,01/29/2018,13,Theft,7C20,Residence or House,-,-,1,"3100 CHICKERING,Houston, TX"
9108,01/29/2018,14,Theft,7C20,"Other, Unknown, or Not Listed",ST,-,1,"2200 BLEKER ST,Houston, TX"
9109,01/29/2018,18,Aggravated Assault,7C20,Residence or House,ST,-,1,"3900 FALLS ST,Houston, TX"
9110,01/29/2018,20,Aggravated Assault,7C20,Residence or House,-,-,1,"4100 BONNER VIEW LANE,Houston, TX"
9111,01/29/2018,22,Burglary,7C20,Residence or House,-,-,1,"2500 IVY,Houston, TX"
9112,01/30/2018,10,Burglary,7C20,Barber And Beauty Shops,-,-,1,"4300 FAIRBANKS,Houston, TX"
9113,01/30/2018,12,AutoTheft,7C20,Strip Business Center Parking Lot,ST,-,1,"700 SNOVER,Houston, TX"
9114,01/30/2018,8,Aggravated Assault,7C20,Residence or House,ST,-,1,"3900 FALLS ST,Houston, TX"
9115,01/30/2018,13,Theft,7C20,Grocery Store or Supermarket,RD,-,1,"3300 LIBERTY,Houston, TX"
9116,01/30/2018,12,Aggravated Assault,7C20,Residence or House,-,-,1,"4100 STAMP,Houston, TX"
9117,01/30/2018,20,Theft,7C20,Other Parking Lot,-,-,1,"4700 LOCKWOOD DR,Houston, TX"
9118,01/31/2018,2,Burglary,7C20,Convenience Store,RD,-,1,"3800 LIBERTY,Houston, TX"
9119,01/31/2018,19,AutoTheft,7C20,Service or Gas Station,RD,-,1,"2700 WOODARD,Houston, TX"
9120,01/01/2018,23,Burglary,7C30,Barber And Beauty Shops,RD,-,1,"3800 TIDWELL,Houston, TX"
9121,01/01/2018,17,Robbery,7C30,"Electronics Store, Electrical Supplies",DR,-,1,"9400 JENSEN,Houston, TX"
9122,01/01/2018,9,Theft,7C30,Service or Gas Station,ST,-,1,"4500 PARDEE,Houston, TX"
9123,01/02/2018,21,AutoTheft,7C30,Convenience Store Parking Lot,-,-,1,"6900 JENSEN DR,Houston, TX"
9124,01/02/2018,18,Theft,7C30,Miscellaneous Business (Non-Specific),DR,-,1,"8800 JENSEN,Houston, TX"
9125,01/02/2018,10,Theft,7C30,Driveway,ST,-,1,"7500 CHASE,Houston, TX"
9126,01/02/2018,7,Aggravated Assault,7C30,"Road, Street, or Sidewalk",-,-,1,"2000 SADLER,Houston, TX"
9127,01/02/2018,12,Theft,7C30,Apartment,ST,-,1,"9100 DODSON ST,Houston, TX"
9128,01/02/2018,11,AutoTheft,7C30,Driveway,RD,-,1,"9800 ALDINE WESTFIELD RD,Houston, TX"
9129,01/03/2018,15,Theft,7C30,Other Parking Lot,-,-,1,"8100 EASTEX FWY IB,Houston, TX"
9130,01/03/2018,3,Burglary,7C30,Miscellaneous Business (Non-Specific),-,-,1,"nan,Houston, TX"
9131,01/03/2018,12,Theft,7C30,Bank,RD,-,1,"3400 TIDWELL RD,Houston, TX"
9132,01/04/2018,6,Theft,7C30,Apartment Parking Lot,-,-,1,"10900 GULF FRWY,Houston, TX"
9133,01/04/2018,17,Burglary,7C30,Residence or House,-,-,1,"700 PARKSTONE,Houston, TX"
9134,01/04/2018,18,Aggravated Assault,7C30,Residence or House,WAY,-,1,"9700 GLENSHADOW,Houston, TX"
9135,01/04/2018,16,Theft,7C30,Convenience Store,DR,-,1,"7600 JENSEN,Houston, TX"
9136,01/05/2018,10,Theft,7C30,Residence or House,ST,-,1,"3400 TOPPING ST,Houston, TX"
9137,01/06/2018,15,Burglary,7C30,"Church, Synagogue, or Temple",DR,-,1,"2100 TURNER,Houston, TX"
9138,01/06/2018,20,Theft,7C30,Residence or House,-,-,1,"3300 FOLGER,Houston, TX"
9139,01/06/2018,19,Robbery,7C30,"Road, Street, or Sidewalk",-,-,1,"13900 SMITH RD 144,Houston, TX"
9140,01/06/2018,11,Aggravated Assault,7C30,"Hotel, Motel, Inn, Etc.",FWY,-,2,"9700 EASTEX,Houston, TX"
9141,01/07/2018,18,Robbery,7C30,"Road, Street, or Sidewalk",ST,-,1,"6700 DELLA ST,Houston, TX"
9142,01/07/2018,14,Theft,7C30,Residence or House,ST,-,1,"1100 LOUISIANA,Houston, TX"
9143,01/07/2018,12,Theft,7C30,Commercial Building,-,-,1,"9100 CYPRESSWOOD DRIVE,Houston, TX"
9144,01/08/2018,18,Theft,7C30,"Pawn, Resale Shop, or Flea Market",DR,-,1,"8800 JENSEN,Houston, TX"
9145,01/08/2018,10,Aggravated Assault,7C30,"Hotel, Motel, Inn, Etc.",-,-,1,"3800 BEIGE BRICK APARTMENTS,Houston, TX"
9146,01/08/2018,9,Theft,7C30,Residence or House,ST,-,1,"7800 CHASE,Houston, TX"
9147,01/09/2018,22,Rape,7C30,Apartment,LN,-,1,"20700 BISHOPS GATE,Houston, TX"
9148,01/09/2018,16,Robbery,7C30,Restaurant or Cafeteria,-,-,1,"9300 JENSEN DR,Houston, TX"
9149,01/09/2018,12,Theft,7C30,Residence or House,-,-,1,"9600 MONA,Houston, TX"
9150,01/09/2018,13,AutoTheft,7C30,Commercial Parking Lot or Garage,DR,-,1,"9200 JENSEN,Houston, TX"
9151,01/09/2018,1,Robbery,7C30,"Road, Street, or Sidewalk",LN,-,1,"6700 VICKIESPRING,Houston, TX"
9152,01/10/2018,7,Burglary,7C30,Residence or House,ST,-,1,"2200 SPENCE ST,Houston, TX"
9153,01/11/2018,15,Theft,7C30,Driveway,-,-,1,"7800 DUNCAN,Houston, TX"
9154,01/13/2018,23,Aggravated Assault,7C30,Residence or House,RD,-,2,"10100 E HARDY RD,Houston, TX"
9155,01/13/2018,10,AutoTheft,7C30,Other Parking Lot,DR,-,1,"9700 JENSEN,Houston, TX"
9156,01/13/2018,10,Theft,7C30,Residence or House,-,-,1,"3200 WIMBERLY,Houston, TX"
9157,01/13/2018,10,Robbery,7C30,"Road, Street, or Sidewalk",ST,-,1,"7800 SANDRA,Houston, TX"
9158,01/14/2018,0,Aggravated Assault,7C30,"Road, Street, or Sidewalk",-,-,2,"7700 SCHNEIDER,Houston, TX"
9159,01/15/2018,20,Aggravated Assault,7C30,Residence or House,-,-,1,"2500 LYNNFIELD,Houston, TX"
9160,01/15/2018,14,Theft,7C30,"Other, Unknown, or Not Listed",ST,-,1,"2400 SPENCE ST,Houston, TX"
9161,01/16/2018,13,Burglary,7C30,Apartment,RD,-,1,"2400 ALDINE WESTFIELD RD,Houston, TX"
9162,01/17/2018,12,Burglary,7C30,Residence or House,ST,-,1,"3200 KEELAND,Houston, TX"
9163,01/19/2018,22,Rape,7C30,Residence or House,-,-,1,"2300 HITCHCOCK,Houston, TX"
9164,01/19/2018,21,Theft,7C30,Service or Gas Station,RD,-,1,"3600 TIDWELL,Houston, TX"
9165,01/19/2018,16,Theft,7C30,Commercial Parking Lot or Garage,ST,-,1,"9400 NYSSA,Houston, TX"
9166,01/20/2018,8,Burglary,7C30,Apartment,RD,-,1,"2800 LAURA KOPPE RD,Houston, TX"
9167,01/20/2018,8,Burglary,7C30,Maintenance or Building Services,RD,-,1,"2000 TIDWELL,Houston, TX"
9168,01/20/2018,15,AutoTheft,7C30,Apartment Parking Lot,DR,-,1,"16100 WINDOM,Houston, TX"
9169,01/22/2018,18,Burglary,7C30,Apartment,-,-,1,"2600 TIM,Houston, TX"
9170,01/22/2018,12,Theft,7C30,Convenience Store Parking Lot,RD,-,1,"4000 TIDWELL RD,Houston, TX"
9171,01/22/2018,6,Theft,7C30,Auto Repair,RD,-,1,"4300 TIDWELL,Houston, TX"
9172,01/23/2018,12,Burglary,7C30,Miscellaneous Business (Non-Specific),DR,-,1,"6800 JENSEN,Houston, TX"
9173,01/23/2018,15,Robbery,7C30,"Road, Street, or Sidewalk",RD,-,1,"13100 ELAINE,Houston, TX"
9174,01/24/2018,14,Burglary,7C30,Residence or House,-,-,1,"3000 LUELL,Houston, TX"
9175,01/24/2018,11,Burglary,7C30,Residence or House,-,-,1,"3300 HURLEY,Houston, TX"
9176,01/25/2018,19,Burglary,7C30,Residence or House,ST,-,1,"1700 WELLINGTON ST,Houston, TX"
9177,01/25/2018,11,Theft,7C30,Driveway,ST,-,1,"8700 LOMAX ST,Houston, TX"
9178,01/25/2018,7,Burglary,7C30,Residence or House,-,-,1,"1700 HEANEY DR,Houston, TX"
9179,01/25/2018,7,Theft,7C30,Residence or House,ST,-,1,"8600 LOMAX ST,Houston, TX"
9180,01/25/2018,0,Robbery,7C30,Convenience Store Parking Lot,RD,-,1,"3400 TIDWELL RD,Houston, TX"
9181,01/25/2018,17,AutoTheft,7C30,"Road, Street, or Sidewalk",ST,-,1,"1200 TRAVIS,Houston, TX"
9182,01/25/2018,19,AutoTheft,7C30,Maintenance or Building Services,-,-,1,"10200 JENSEN DR,Houston, TX"
9183,01/26/2018,9,Theft,7C30,Office Building,-,-,1,"1200 E. COPELAND STE 400,Houston, TX"
9184,01/26/2018,5,Robbery,7C30,"Hotel, Motel, Inn, Etc.",ST,-,1,"3600 E CROSSTIMBERS ST,Houston, TX"
9185,01/26/2018,12,Theft,7C30,"Pawn, Resale Shop, or Flea Market",RD,-,1,"2800 BERRY,Houston, TX"
9186,01/26/2018,20,Aggravated Assault,7C30,Convenience Store,-,-,1,"7600 JENSEN DR,Houston, TX"
9187,01/26/2018,20,Burglary,7C30,Residence or House,-,-,1,"8700 BURDEN,Houston, TX"
9188,01/26/2018,20,Theft,7C30,Bus Station,ST,-,1,"1200 FANNIN,Houston, TX"
9189,01/27/2018,2,Theft,7C30,"Hotel, Motel, Inn, Etc.",ST,-,1,"3600 E CROSSTIMBERS ST,Houston, TX"
9190,01/28/2018,1,Aggravated Assault,7C30,Other Parking Lot,-,-,1,"400 TWIN OAKS,Houston, TX"
9191,01/28/2018,17,Theft,7C30,"Church, Synagogue, or Temple",ST,-,1,"4900 YELLOWSTONE,Houston, TX"
9192,01/28/2018,16,AutoTheft,7C30,Apartment Parking Lot,RD,-,1,"2400 TIDWELL RD,Houston, TX"
9193,01/29/2018,23,AutoTheft,7C30,Convenience Store Parking Lot,-,-,1,"10500 KITTRELL,Houston, TX"
9194,01/29/2018,7,Theft,7C30,"Other, Unknown, or Not Listed",RD,-,1,"4300 TIDWELL RD,Houston, TX"
9195,01/30/2018,8,Burglary,7C30,Auto Repair,RD,-,1,"2600 TIDWELL,Houston, TX"
9196,01/30/2018,20,Burglary,7C30,Residence or House,ST,N,1,"8100 ARKANSAS,Houston, TX"
9197,01/30/2018,19,Burglary,7C30,Residence or House,ST,-,1,"8600 DODSON ST,Houston, TX"
9198,01/31/2018,17,Robbery,7C30,Service or Gas Station,-,-,1,"7600 CAROTHERS,Houston, TX"
9199,01/31/2018,16,Theft,7C30,Vehicle/Auto Sales/Lease/Auto Parts Store,RD,-,1,"9900 ALDINE WESTFIELD RD,Houston, TX"
9200,01/31/2018,20,Aggravated Assault,7C30,"Hotel, Motel, Inn, Etc.",-,-,1,"3700 PLAAG,Houston, TX"
9201,01/31/2018,21,Aggravated Assault,7C30,Residence or House,ST,-,1,"8200 FULTON,Houston, TX"
9202,01/31/2018,15,Theft,7C30,Department or Discount Store,DR,-,1,"7600 JENSEN,Houston, TX"
9203,01/31/2018,23,Burglary,7C30,Residence or House,ST,-,1,"2400 E CROSSTIMBERS ST,Houston, TX"
9204,01/03/2018,12,Theft,7C40,Miscellaneous Business (Non-Specific),-,-,1,"4500 SAUNDERS ROAD,Houston, TX"
9205,01/03/2018,13,Theft,7C40,Grocery Store or Supermarket Parking Lot,RD,-,1,"3800 LITTLE YORK RD,Houston, TX"
9206,01/04/2018,17,Aggravated Assault,7C40,Residence or House,ST,-,1,"10600 EXETER ST,Houston, TX"
9207,01/06/2018,7,Theft,7C40,Residence or House,RD,-,1,"10900 BENTLEY RD,Houston, TX"
9208,01/08/2018,7,Theft,7C40,Driveway,ST,-,1,"10400 PEACH ST,Houston, TX"
9209,01/09/2018,1,Aggravated Assault,7C40,Apartment,-,-,1,"10300 SHADY LN,Houston, TX"
9210,01/11/2018,11,Theft,7C40,Grocery Store or Supermarket Parking Lot,-,-,1,"10400 JENSEN DR,Houston, TX"
9211,01/12/2018,17,AutoTheft,7C40,"Other, Unknown, or Not Listed",RD,-,1,"12200 ALDINE WESTFIELD RD,Houston, TX"
9212,01/14/2018,19,Aggravated Assault,7C40,Apartment Parking Lot,-,-,1,"10300 SHADY LN,Houston, TX"
9213,01/15/2018,19,Aggravated Assault,7C40,Residence or House,-,-,5,"3000 CHARTER OAKS,Houston, TX"
9214,01/15/2018,19,Theft,7C40,"Church, Synagogue, or Temple Parking Lot",-,-,1,"2100 LAKE HILLS DR BLDG,Houston, TX"
9215,01/17/2018,18,Burglary,7C40,Residence or House,-,-,1,"3200 LAKEWOOD,Houston, TX"
9216,01/17/2018,18,AutoTheft,7C40,Grocery Store or Supermarket Parking Lot,-,-,1,"8100 LAURA KOPPE,Houston, TX"
9217,01/22/2018,5,AutoTheft,7C40,Driveway,-,-,1,"2900 SAGEBRUSH,Houston, TX"
9218,01/22/2018,10,Theft,7C40,Department or Discount Store,RD,-,1,"1500 LITTLE YORK RD,Houston, TX"
9219,01/24/2018,16,Burglary,7C40,Residence or House,-,-,1,"3000 CHARTER OAKS DR,Houston, TX"
9220,01/24/2018,22,AutoTheft,7C40,Other Parking Lot,RD,-,1,"3000 LITTLE YORK RD,Houston, TX"
9221,01/26/2018,9,Theft,7C40,Convenience Store,RD,-,1,"2300 LITTLE YORK,Houston, TX"
9222,01/27/2018,4,AutoTheft,7C40,Driveway,-,-,1,"2900 P.O. BOX 509105,Houston, TX"
9223,01/27/2018,4,AutoTheft,7C40,"Parks and Recreation, Zoo, Swimming Pool",ST,-,1,"2700 DEUTSER ST,Houston, TX"
9224,01/29/2018,10,Robbery,7C40,Other Parking Lot,-,-,1,"3600 TROUT,Houston, TX"
9225,01/29/2018,11,Theft,7C40,Grocery Store or Supermarket Parking Lot,RD,-,1,"1500 LITTLE YORK RD,Houston, TX"
9226,01/29/2018,20,Theft,7C40,Residence or House,RD,-,1,"4200 PARKER,Houston, TX"
9227,01/30/2018,21,AutoTheft,7C40,Other Parking Lot,-,-,1,"3300 PURSLANE DR.,Houston, TX"
9228,01/01/2018,5,AutoTheft,7C50,Hotel or Motel Parking Lot,-,-,1,"15300 E VANTAGE PKWY,Houston, TX"
9229,01/01/2018,2,Theft,7C50,"Hotel, Motel, Inn, Etc.",BLVD,-,1,"15400 JOHN F KENNEDY,Houston, TX"
9230,01/01/2018,2,AutoTheft,7C50,Driveway,-,-,1,"6400 STOREY DR,Houston, TX"
9231,01/01/2018,15,AutoTheft,7C50,Hotel or Motel Parking Lot,RD,-,1,"2200 GREENS RD,Houston, TX"
9232,01/01/2018,17,Theft,7C50,Miscellaneous Business (Non-Specific),RD,-,1,"15600 LEE RD,Houston, TX"
9233,01/01/2018,20,Theft,7C50,Residence or House,ST,W,1,"100 SHRECK,Houston, TX"
9234,01/02/2018,11,Aggravated Assault,7C50,Other Parking Lot,RD,-,2,"15000 OLD HUMBLE RD,Houston, TX"
9235,01/02/2018,12,Theft,7C50,Strip Business Center Parking Lot,RD,-,1,"15100 LEE,Houston, TX"
9236,01/02/2018,13,Burglary,7C50,Residence or House,-,-,1,"6200 VERDE VALLEY DR,Houston, TX"
9237,01/02/2018,7,Theft,7C50,Hotel or Motel Parking Lot,ST,W,1,"700 CAVALCADE,Houston, TX"
9238,01/02/2018,17,Burglary,7C50,Apartment,-,-,1,"9300 W FM 1960 BYP,Houston, TX"
9239,01/02/2018,16,Theft,7C50,Residence or House,-,-,1,"6000 SHELBURNE,Houston, TX"
9240,01/03/2018,17,Theft,7C50,Residence or House,-,-,1,"7400 LEAFTEX DR,Houston, TX"
9241,01/03/2018,17,Theft,7C50,Service or Gas Station,RD,-,1,"2200 GREENS RD,Houston, TX"
9242,01/03/2018,5,Robbery,7C50,Convenience Store,-,-,1,"15800 JFK,Houston, TX"
9243,01/04/2018,14,AutoTheft,7C50,Service or Gas Station,-,-,1,"15400 EASTEX FREEWAY,Houston, TX"
9244,01/04/2018,19,Theft,7C50,Service or Gas Station,BLVD,-,1,"15900 JOHN F KENNEDY,Houston, TX"
9245,01/04/2018,8,Burglary,7C50,Office Building,DR,-,1,"15800 DIPLOMATIC PLAZA,Houston, TX"
9246,01/05/2018,12,Aggravated Assault,7C50,"Field, Woods, Forest, Park",-,-,1,"19500 DUNBAR,Houston, TX"
9247,01/05/2018,21,Burglary,7C50,Miscellaneous Business (Non-Specific),RD,-,1,"5500 OLD BROWNSVILLE,Houston, TX"
9248,01/06/2018,9,Theft,7C50,Other Parking Lot,-,-,1,"15500 EASTEX FWY IB,Houston, TX"
9249,01/06/2018,15,AutoTheft,7C50,Vehicle/Auto Sales/Lease/Auto Parts Store,PKWY,-,1,"6800 WILL CLAYTON,Houston, TX"
9250,01/06/2018,14,Theft,7C50,Hotel or Motel Parking Lot,-,-,1,"15400 JOHN F KENNEDY BLVD OB,Houston, TX"
9251,01/07/2018,9,Theft,7C50,Hotel or Motel Parking Lot,-,-,1,"15300 P.O. BOX 60624,Houston, TX"
9252,01/07/2018,4,Theft,7C50,Hotel or Motel Parking Lot,BLVD,-,1,"15700 JOHN F KENNEDY,Houston, TX"
9253,01/07/2018,22,Theft,7C50,"Hotel, Motel, Inn, Etc.",-,-,1,"15800 JOHN F KENNEDY BLVD OB,Houston, TX"
9254,01/07/2018,22,Aggravated Assault,7C50,Apartment Parking Lot,-,-,1,"6900 OLD NORTH BELT DR,Houston, TX"
9255,01/08/2018,9,Theft,7C50,Apartment Parking Lot,DR,-,1,"14800 CROSSWINDS,Houston, TX"
9256,01/08/2018,9,Burglary,7C50,Construction Site,-,-,1,"6200 STOREY DR,Houston, TX"
9257,01/08/2018,17,Theft,7C50,"Road, Street, or Sidewalk",ST,-,1,"5600 APGAR ST,Houston, TX"
9258,01/09/2018,8,Theft,7C50,Apartment Parking Lot,-,-,1,"15100 VICKERY DR,Houston, TX"
9259,01/09/2018,11,Theft,7C50,Apartment Parking Lot,RD,-,1,"6200 GREENS RD,Houston, TX"
9260,01/09/2018,12,AutoTheft,7C50,Apartment Parking Lot,-,-,1,"15100 VICKERY DR,Houston, TX"
9261,01/10/2018,7,Theft,7C50,Hotel or Motel Parking Lot,PKWY,E,1,"15300 VANTAGE,Houston, TX"
9262,01/10/2018,6,Theft,7C50,Strip Business Center Parking Lot,WAY,-,1,"2400 HIACINTAS,Houston, TX"
9263,01/10/2018,8,Theft,7C50,Hotel or Motel Parking Lot,-,-,1,"4000 INTERWOOD NORTH PKWY,Houston, TX"
9264,01/10/2018,10,Aggravated Assault,7C50,"Road, Street, or Sidewalk",DR,-,1,"20400 CLYDESDALE RIDGE,Houston, TX"
9265,01/11/2018,11,Theft,7C50,Apartment Parking Lot,-,-,1,"15100 VICKERY DR,Houston, TX"
9266,01/12/2018,10,Theft,7C50,Hotel or Motel Parking Lot,-,-,1,"15200 JOHN F KENNEDY BLVD OB,Houston, TX"
9267,01/13/2018,10,Theft,7C50,"Other, Unknown, or Not Listed",RD,-,1,"15500 LEE,Houston, TX"
9268,01/13/2018,6,Theft,7C50,Sexually Oriented Business Parking Lot,-,-,1,"14700 2 WEST MAIN STREET,Houston, TX"
9269,01/14/2018,7,Aggravated Assault,7C50,Bar or Night Club,-,-,1,"4300 ANNAWOOD CIRCLE,Houston, TX"
9270,01/14/2018,11,Theft,7C50,Apartment Parking Lot,RD,-,1,"9400 HUMBLE WESTFIELD RD,Houston, TX"
9271,01/14/2018,22,Robbery,7C50,Restaurant or Cafeteria,BLVD,-,1,"15600 JOHN F KENNEDY,Houston, TX"
9272,01/16/2018,0,Theft,7C50,"Hotel, Motel, Inn, Etc.",-,-,1,"15300 JOHN F KENNEDY BLVD OB,Houston, TX"
9273,01/27/2018,23,Theft,7C50,"Gym, Recreat, Club House, Indoor Pool",-,-,1,"3100 FM 1960,Houston, TX"
9274,01/01/2018,23,Theft,8C10,Apartment,RD,-,1,"4600 WEAVER RD,Houston, TX"
9275,01/02/2018,6,Theft,8C10,Residence or House,ST,-,1,"6100 ANTHA ST,Houston, TX"
9276,01/02/2018,20,Theft,8C10,Residence or House,ST,-,1,"9400 SPAULDING ST,Houston, TX"
9277,01/02/2018,12,Burglary,8C10,Residence or House,ST,-,1,"8300 SANDRA ST,Houston, TX"
9278,01/03/2018,15,Robbery,8C10,Convenience Store,RD,-,1,"9600 HOMESTEAD RD,Houston, TX"
9279,01/04/2018,23,Aggravated Assault,8C10,Residence or House,-,-,1,"4400 CONNORVALE,Houston, TX"
9280,01/04/2018,16,Aggravated Assault,8C10,Apartment,RD,-,1,"9600 HOMESTEAD RD,Houston, TX"
9281,01/05/2018,22,Burglary,8C10,Apartment,ST,-,1,"7800 GALLAHAD,Houston, TX"
9282,01/05/2018,19,Theft,8C10,Driveway,RD,-,1,"5400 WILEY RD,Houston, TX"
9283,01/05/2018,20,Theft,8C10,Apartment Parking Lot,-,-,1,"1900 CHESTNUT STREET,Houston, TX"
9284,01/05/2018,14,Aggravated Assault,8C10,Residence or House,DR,-,1,"7300 LOCKWOOD,Houston, TX"
9285,01/05/2018,8,Theft,8C10,Residence or House,RD,-,1,"5100 LAURA KOPPE RD,Houston, TX"
9286,01/06/2018,15,Theft,8C10,Residence or House,-,-,1,"4600 BOICEWOOD,Houston, TX"
9287,01/06/2018,19,Robbery,8C10,Convenience Store,RD,-,1,"4900 TIDWELL,Houston, TX"
9288,01/06/2018,18,Burglary,8C10,Apartment,DR,-,1,"7900 LOCKWOOD,Houston, TX"
9289,01/06/2018,19,Theft,8C10,Residence or House,-,-,1,"3900 LYNNFIELD,Houston, TX"
9290,01/06/2018,6,Robbery,8C10,Convenience Store,RD,-,1,"7100 TIDWELL,Houston, TX"
9291,01/07/2018,19,Theft,8C10,Restaurant or Cafeteria,RD,-,1,"9500 HOMESTEAD,Houston, TX"
9292,01/07/2018,16,Robbery,8C10,"Road, Street, or Sidewalk",ST,-,1,"5200 BOICEWOOD ST,Houston, TX"
9293,01/07/2018,1,Theft,8C10,Service or Gas Station,RD,-,1,"9600 HOMESTEAD RD,Houston, TX"
9294,01/07/2018,8,Robbery,8C10,"Hotel, Motel, Inn, Etc.",ST,-,1,"8800 KNOXWOOD,Houston, TX"
9295,01/08/2018,4,Burglary,8C10,Grocery Store or Supermarket,RD,-,1,"9500 HOMESTEAD,Houston, TX"
9296,01/08/2018,14,Theft,8C10,"Road, Street, or Sidewalk",RD,-,1,"5700 LAURA KOPPE RD,Houston, TX"
9297,01/08/2018,20,Robbery,8C10,Convenience Store,RD,-,1,"9600 HOMESTEAD,Houston, TX"
9298,01/08/2018,8,AutoTheft,8C10,Apartment Parking Lot,RD,-,1,"4500 WEAVER RD,Houston, TX"
9299,01/08/2018,4,Theft,8C10,Residence or House,-,-,1,"3900 LYNNFIELD,Houston, TX"
9300,01/08/2018,10,Theft,8C10,Apartment Parking Lot,ST,-,1,"9500 CROFTON ST,Houston, TX"
9301,01/09/2018,13,Theft,8C10,Convenience Store,RD,-,1,"4900 TIDWELL,Houston, TX"
9302,01/09/2018,16,Theft,8C10,Driveway,-,-,1,"9300 KELBURN DR,Houston, TX"
9303,01/09/2018,15,Burglary,8C10,Residence or House,ST,-,1,"4600 FITCH ST,Houston, TX"
9304,01/09/2018,10,Theft,8C10,"Road, Street, or Sidewalk",DR,-,1,"10100 HARWIN,Houston, TX"
9305,01/10/2018,11,Theft,8C10,"Road, Street, or Sidewalk",RD,-,1,"9500 HOMESTEAD RD,Houston, TX"
9306,01/10/2018,10,Theft,8C10,Residence or House,-,-,1,"7900 LOCKWOOD DR,Houston, TX"
