,Date,Hour,Offense Type,Beat,Premise,Type,Suffix,Offenses,address
1574,01/22/2018,4,Burglary,13D20,Clothing Store,RD,-,1,"6300 TELEPHONE,Houston, TX"
1575,01/22/2018,6,Theft,13D20,Apartment Parking Lot,ST,-,1,"8900 BROADWAY ST,Houston, TX"
1576,01/22/2018,13,AutoTheft,13D20,Residence or House,ST,-,1,"8000 MOLINE ST,Houston, TX"
1577,01/22/2018,8,AutoTheft,13D20,"Road, Street, or Sidewalk",ST,-,1,"6300 HEFFERNAN ST,Houston, TX"
1578,01/22/2018,18,Theft,13D20,Other Parking Lot,ST,-,1,"7900 BELLFORT ST,Houston, TX"
1579,01/22/2018,16,Robbery,13D20,Apartment,ST,-,2,"8500 BROADWAY ST,Houston, TX"
1580,01/22/2018,21,Theft,13D20,Apartment,-,-,1,"8600 BROADWAY,Houston, TX"
1581,01/23/2018,20,Burglary,13D20,Apartment,BLVD,-,1,"3700 SOUTHMORE,Houston, TX"
1582,01/23/2018,19,Theft,13D20,Residence or House,-,-,1,"7900 LEONORA,Houston, TX"
1583,01/23/2018,18,Theft,13D20,Commercial Parking Lot or Garage,ST,-,1,"8300 GLENHEATH,Houston, TX"
1584,01/23/2018,15,Aggravated Assault,13D20,"Road, Street, or Sidewalk",DR,-,1,"12300 KURLAND,Houston, TX"
1585,01/23/2018,2,Theft,13D20,"Road, Street, or Sidewalk",ST,-,1,"8500 MEADVILLE ST,Houston, TX"
1586,01/23/2018,1,Robbery,13D20,Apartment Parking Lot,ST,-,1,"8800 GLENCREST ST,Houston, TX"
1587,01/23/2018,9,Burglary,13D20,Barber And Beauty Shops,ST,-,1,"8300 BROADWAY,Houston, TX"
1588,01/24/2018,11,Theft,13D20,"Road, Street, or Sidewalk",ST,-,1,"7800 BELLFORT ST,Houston, TX"
1589,01/24/2018,9,Theft,13D20,Bus Stop,ST,-,1,"7900 BELLFORT ST,Houston, TX"
1590,01/24/2018,9,AutoTheft,13D20,Driveway,ST,-,1,"7200 EVANS ST,Houston, TX"
1591,01/24/2018,7,Robbery,13D20,"Road, Street, or Sidewalk",RD,-,1,"6700 TELEPHONE,Houston, TX"
1592,01/24/2018,14,Theft,13D20,Apartment Parking Lot,-,-,1,"8100 LEONORA,Houston, TX"
1593,01/24/2018,19,Burglary,13D20,Apartment,ST,-,1,"8400 BROADWAY ST,Houston, TX"
1594,01/24/2018,20,Robbery,13D20,Liquor Store,ST,-,1,"7000 BELLFORT,Houston, TX"
1595,01/25/2018,8,Theft,13D20,Apartment,ST,-,1,"8800 BROADWAY ST,Houston, TX"
1596,01/25/2018,13,Aggravated Assault,13D20,Residence or House,RD,-,1,"6500 RICHWOOD RD,Houston, TX"
1597,01/25/2018,21,Theft,13D20,Residence or House,ST,-,1,"6400 BELDART ST,Houston, TX"
1598,01/25/2018,19,Burglary,13D20,Residence or House,ST,-,1,"7700 DILLON ST,Houston, TX"
1599,01/25/2018,21,Robbery,13D20,Apartment Parking Lot,RD,-,1,"2900 HOLMES,Houston, TX"
1600,01/26/2018,0,Aggravated Assault,13D20,Apartment,RD,-,1,"6700 TELEPHONE RD,Houston, TX"
1601,01/26/2018,15,Theft,13D20,Other Parking Lot,RD,-,1,"7900 MOSLEY RD,Houston, TX"
1602,01/26/2018,13,Aggravated Assault,13D20,Driveway,-,-,1,"7900 GLENVISTA,Houston, TX"
1603,01/27/2018,17,Theft,13D20,Convenience Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1604,01/27/2018,11,Theft,13D20,Hotel or Motel Parking Lot,-,-,1,"1000 GENTLE WIND LANE,Houston, TX"
1605,01/27/2018,17,Aggravated Assault,13D20,Residence or House,ST,-,1,"7500 WESTOVER ST,Houston, TX"
1606,01/28/2018,2,Robbery,13D20,Restaurant or Cafeteria Parking Lot,ST,-,1,"7200 WILLIAMS,Houston, TX"
1607,01/28/2018,13,Robbery,13D20,"Hotel, Motel, Inn, Etc.",-,-,1,"9000 P O BOX 66,Houston, TX"
1608,01/28/2018,14,Theft,13D20,Convenience Store,ST,-,1,"7900 BELLFORT,Houston, TX"
1609,01/28/2018,13,Theft,13D20,Commercial Parking Lot or Garage,-,-,1,"100 SILVER BAY LANE,Houston, TX"
1610,01/29/2018,7,Burglary,13D20,Restaurant or Cafeteria,ST,-,1,"8500 BROADWAY,Houston, TX"
1611,01/29/2018,5,Burglary,13D20,"Electronics Store, Electrical Supplies",RD,-,1,"6700 TELEPHONE,Houston, TX"
1612,01/29/2018,14,AutoTheft,13D20,Grocery Store or Supermarket Parking Lot,RD,-,1,"6800 TELEPHONE,Houston, TX"
1613,01/29/2018,12,Burglary,13D20,Residence or House,ST,-,1,"4000 DOVER ST,Houston, TX"
1614,01/29/2018,19,Robbery,13D20,Convenience Store Parking Lot,LN,-,1,"12500 MESQUITE HOLLOW,Houston, TX"
1615,01/29/2018,19,Aggravated Assault,13D20,Residence or House,-,-,1,"7400 S SANTA FE DR,Houston, TX"
1616,01/30/2018,19,Aggravated Assault,13D20,Apartment,ST,-,1,"5900 SOUTHWIND,Houston, TX"
1617,01/30/2018,16,Burglary,13D20,Apartment,ST,-,1,"8700 BROADWAY,Houston, TX"
1618,01/30/2018,11,Aggravated Assault,13D20,Apartment,ST,-,1,"8200 BROADWAY ST,Houston, TX"
1619,01/30/2018,11,Burglary,13D20,Residence or House,ST,-,1,"8200 DOVER ST,Houston, TX"
1620,01/30/2018,23,Robbery,13D20,Apartment Parking Lot,ST,-,1,"8400 BROADWAY ST,Houston, TX"
1621,01/31/2018,11,Theft,13D20,Residence or House,RD,-,1,"7000 REED,Houston, TX"
1622,01/31/2018,11,Burglary,13D20,Commercial Building,ST,-,1,"6900 BELLFORT,Houston, TX"
1623,01/31/2018,7,Burglary,13D20,Restaurant or Cafeteria,ST,-,1,"7500 BELLFORT ST,Houston, TX"
1624,01/02/2018,14,Theft,13D30,Residence or House,-,-,1,"8400 JET PILOT AVE,Houston, TX"
1625,01/02/2018,14,AutoTheft,13D30,"Road, Street, or Sidewalk",BLVD,-,1,"8300 PARK PLACE,Houston, TX"
1626,01/08/2018,13,AutoTheft,13D30,Commercial Parking Lot or Garage,-,-,1,"8200 KOPMAN DR,Houston, TX"
1627,01/09/2018,11,Theft,13D30,Service or Gas Station,RD,-,1,"8700 TELEPHONE RD,Houston, TX"
1628,01/11/2018,22,AutoTheft,13D30,"Road, Street, or Sidewalk",-,E,1,"600 US HWY 83,Houston, TX"
1629,01/13/2018,14,AutoTheft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,-,-,1,"21400 IH-10,Houston, TX"
1630,01/18/2018,13,AutoTheft,13D30,"Road, Street, or Sidewalk",DR,-,1,"3500 KINGSTON VALE,Houston, TX"
1631,01/23/2018,15,Theft,13D30,Service or Gas Station,LN,-,1,"12300 BUCKLAND,Houston, TX"
1632,01/25/2018,18,Theft,13D30,"Other, Unknown, or Not Listed",BLVD,-,1,"7600 AIRPORT BLVD,Houston, TX"
1633,01/28/2018,13,Theft,13D30,Service or Gas Station,RD,-,1,"7700 ALMEDA GENOA RD,Houston, TX"
1634,01/01/2018,3,Aggravated Assault,13D40,Apartment,RD,-,1,"10200 TELEPHONE RD,Houston, TX"
1635,01/01/2018,8,Burglary,13D40,Residence or House,-,-,1,"8200 HALL LAKE DR,Houston, TX"
1636,01/04/2018,19,Robbery,13D40,Convenience Store,RD,-,1,"10800 TELEPHONE,Houston, TX"
1637,01/04/2018,17,Robbery,13D40,Department or Discount Store,ST,-,1,"8000 FUQUA,Houston, TX"
1638,01/04/2018,5,Theft,13D40,"Hotel, Motel, Inn, Etc.",DR,-,1,"1400 PECAN,Houston, TX"
1639,01/04/2018,12,Theft,13D40,Apartment,-,-,1,"11500 PEARLAND PKWY,Houston, TX"
1640,01/05/2018,18,AutoTheft,13D40,Apartment Parking Lot,RD,-,1,"10900 TELEPHONE RD,Houston, TX"
1641,01/05/2018,13,Theft,13D40,Commercial Parking Lot or Garage,-,-,1,"8400 SAM HOUSTON PKWY E,Houston, TX"
1642,01/05/2018,13,Theft,13D40,Other Parking Lot,-,-,1,"8500 S SAM HOUSTON PKWY E,Houston, TX"
1643,01/06/2018,12,Theft,13D40,Residence or House,RD,-,1,"10000 TELEPHONE RD,Houston, TX"
1644,01/06/2018,13,Theft,13D40,"Other, Unknown, or Not Listed",-,-,1,"500 COUNTY RD 949A,Houston, TX"
1645,01/06/2018,15,Theft,13D40,Residence or House,-,-,1,"8000 MISTY VALE,Houston, TX"
1646,01/07/2018,0,Robbery,13D40,Apartment Parking Lot,PKWY,S,1,"7900 SAM HOUSTON,Houston, TX"
1647,01/08/2018,23,Robbery,13D40,Convenience Store,RD,-,1,"10800 TELEPHONE,Houston, TX"
1648,01/11/2018,16,Robbery,13D40,Strip Business Center Parking Lot,-,-,1,"8400 S SAM HOUSTON PKWY E,Houston, TX"
1649,01/11/2018,7,Theft,13D40,Driveway,LN,-,1,"8100 ARROWHEAD,Houston, TX"
1650,01/11/2018,10,Theft,13D40,Residence or House,-,-,1,"8000 ARROWHEAD LN,Houston, TX"
1651,01/12/2018,11,Theft,13D40,Apartment Parking Lot,RD,-,1,"10200 TELEPHONE RD,Houston, TX"
1652,01/12/2018,20,Burglary,13D40,Apartment,-,-,1,"7900 S SAM HOUSTON PKWY E,Houston, TX"
1653,01/13/2018,15,AutoTheft,13D40,Apartment,RD,-,1,"10200 TELEPHONE RD,Houston, TX"
1654,01/14/2018,12,Theft,13D40,Apartment Parking Lot,-,-,1,"11500 PEARLAND PKY APT,Houston, TX"
1655,01/16/2018,14,Theft,13D40,Miscellaneous Business (Non-Specific),-,-,1,"8400 S SAM HOUSTON PKWY E,Houston, TX"
1656,01/16/2018,16,Theft,13D40,Miscellaneous Business (Non-Specific),-,-,1,"8400 S SAM HOUSTON PKWY E,Houston, TX"
1657,01/16/2018,17,Theft,13D40,Not Listed,ST,-,1,"8100 FUQUA ST,Houston, TX"
1658,01/17/2018,9,AutoTheft,13D40,Apartment Parking Lot,RD,-,1,"10200 TELEPHONE RD,Houston, TX"
1659,01/18/2018,13,Theft,13D40,Strip Business Center Parking Lot,-,-,1,"1500 CROSS STONE CT.,Houston, TX"
1660,01/18/2018,23,AutoTheft,13D40,Restaurant or Cafeteria Parking Lot,-,-,1,"8300 SWISS LN,Houston, TX"
1661,01/19/2018,19,Theft,13D40,Residence or House,ST,-,1,"8400 LETTIE ST,Houston, TX"
1662,01/19/2018,14,Theft,13D40,Apartment Parking Lot,RD,-,1,"10900 TELEPHONE RD,Houston, TX"
1663,01/19/2018,11,Theft,13D40,Bank,LN,-,1,"8400 HOLIDAY,Houston, TX"
1664,01/22/2018,13,Theft,13D40,"Road, Street, or Sidewalk",-,-,1,"8500 S SAM HOUSTON PKWY E,Houston, TX"
1665,01/22/2018,12,Robbery,13D40,Drug Store or Medical Supply,RD,-,1,"8400 ALMEDA GENOA RD,Houston, TX"
1666,01/23/2018,18,Theft,13D40,Residence or House,DR,-,1,"8100 HALL LAKE,Houston, TX"
1667,01/23/2018,17,Burglary,13D40,Commercial Building,BLVD,-,1,"3300 TOWERS,Houston, TX"
1668,01/29/2018,17,Theft,13D40,Driveway,-,-,1,"8100 FOLKSTONE LN,Houston, TX"
1669,01/01/2018,11,Theft,14D10,Apartment Parking Lot,BLVD,-,1,"4900 MARTIN LUTHER KING BLVD,Houston, TX"
1670,01/01/2018,9,Robbery,14D10,"Road, Street, or Sidewalk",-,-,1,"15500 JESSIE PARKER R,Houston, TX"
1671,01/01/2018,21,Burglary,14D10,Residence or House,-,-,1,"3900 PORTER,Houston, TX"
1672,01/01/2018,22,Burglary,14D10,Residence or House,-,-,1,"6100 SHERWOOD DR,Houston, TX"
1673,01/01/2018,12,Theft,14D10,"Road, Street, or Sidewalk",BLVD,-,1,"4900 MARTIN LUTHER KING BLVD,Houston, TX"
1674,01/02/2018,14,Theft,14D10,Miscellaneous Business (Non-Specific),-,-,1,"8200 LAWLER,Houston, TX"
1675,01/02/2018,16,Theft,14D10,Strip Business Center Parking Lot,RD,-,1,"4400 GRIGGS RD,Houston, TX"
1676,01/02/2018,19,Burglary,14D10,Residence or House,ST,-,1,"3800 ALSACE,Houston, TX"
1677,01/03/2018,14,Robbery,14D10,Pool Hall or Game Room,RD,-,1,"5000 GRIGGS,Houston, TX"
1678,01/03/2018,15,Theft,14D10,Apartment Parking Lot,RD,-,1,"5100 GRIGGS RD,Houston, TX"
1679,01/04/2018,14,Burglary,14D10,Apartment,-,-,1,"4400 PERRY,Houston, TX"
1680,01/04/2018,14,Theft,14D10,Miscellaneous Business (Non-Specific),LN,-,1,"5900 GUM GROVE,Houston, TX"
1681,01/04/2018,19,Aggravated Assault,14D10,Apartment,ST,-,2,"5600 ROYAL PALMS ST,Houston, TX"
1682,01/05/2018,17,AutoTheft,14D10,Residence or House,ST,-,1,"6800 BURKETT ST,Houston, TX"
1683,01/05/2018,15,AutoTheft,14D10,Driveway,-,-,1,"6900 NEW YORK STREET APT B,Houston, TX"
1684,01/06/2018,23,Theft,14D10,Residence or House,ST,-,1,"3700 COSBY ST,Houston, TX"
1685,01/06/2018,19,Aggravated Assault,14D10,Apartment,-,-,1,"3700 SOUTHLAWN,Houston, TX"
1686,01/06/2018,11,Theft,14D10,"Other, Unknown, or Not Listed",-,-,1,"6900 NEW YORK,Houston, TX"
1687,01/06/2018,8,AutoTheft,14D10,Residence or House,BLVD,-,1,"4700 YELLOWSTONE BLVD,Houston, TX"
1688,01/07/2018,0,Theft,14D10,Driveway,-,-,1,"5300 KINGSBURY,Houston, TX"
1689,01/07/2018,15,Aggravated Assault,14D10,Residence or House,-,-,1,"4100 DREYFUS,Houston, TX"
1690,01/07/2018,10,AutoTheft,14D10,Apartment Parking Lot,ST,-,1,"4000 CORDER ST,Houston, TX"
1691,01/07/2018,5,Theft,14D10,"Church, Synagogue, or Temple Parking Lot",ST,-,1,"6600 LONDON ST,Houston, TX"
1692,01/08/2018,11,Burglary,14D10,Miscellaneous Business (Non-Specific),-,-,1,"6700 LOZIER,Houston, TX"
1693,01/08/2018,10,Theft,14D10,Garage or Carport,CT,-,1,"2300 TERRA CINA,Houston, TX"
1694,01/08/2018,8,Theft,14D10,Construction Site,-,-,1,"1700 JAMES BOWIE DR APT 1016,Houston, TX"
1695,01/08/2018,23,Theft,14D10,Convenience Store,-,-,1,"4300 OLD SPANISH TRL,Houston, TX"
1696,01/09/2018,11,AutoTheft,14D10,Bar or Night Club Parking Lot,-,-,1,"3900 OLD SPANISH TRL,Houston, TX"
1697,01/09/2018,17,Burglary,14D10,Garage or Carport,ST,-,1,"4500 DEWBERRY ST,Houston, TX"
1698,01/09/2018,15,Robbery,14D10,"Road, Street, or Sidewalk",-,-,1,"4800 ARVILLA LN,Houston, TX"
1699,01/10/2018,10,AutoTheft,14D10,Driveway,-,-,1,"5100 HULL,Houston, TX"
1700,01/10/2018,7,Burglary,14D10,Department or Discount Store,BLVD,-,1,"4700 YELLOWSTONE,Houston, TX"
1701,01/10/2018,16,AutoTheft,14D10,Auto Repair,-,-,1,"6300 LIVERPOOL,Houston, TX"
1702,01/10/2018,22,Theft,14D10,Convenience Store,BLVD,-,1,"6600 CULLEN,Houston, TX"
1703,01/11/2018,7,Theft,14D10,"Road, Street, or Sidewalk",-,-,1,"3800 ZEPHYR,Houston, TX"
1704,01/11/2018,7,Burglary,14D10,Department or Discount Store,BLVD,-,1,"4700 YELLOWSTONE,Houston, TX"
1705,01/11/2018,18,AutoTheft,14D10,"Road, Street, or Sidewalk",BLVD,-,1,"4900 MARTIN LUTHER KING BLVD,Houston, TX"
1706,01/12/2018,16,Burglary,14D10,Apartment,BLVD,-,1,"3300 YELLOWSTONE,Houston, TX"
1707,01/14/2018,10,Robbery,14D10,"Road, Street, or Sidewalk",-,-,1,"6800 SAINT AUGUSTINE,Houston, TX"
1708,01/14/2018,13,Theft,14D10,Residence or House,ST,-,1,"UNK CRESTMONT ST,Houston, TX"
1709,01/14/2018,2,Robbery,14D10,Restaurant or Cafeteria Parking Lot,ST,-,1,"300 GRESHAM,Houston, TX"
1710,01/14/2018,19,AutoTheft,14D10,Commercial Building,ST,-,1,"300 HARRIS,Houston, TX"
1711,01/15/2018,6,AutoTheft,14D10,"Road, Street, or Sidewalk",ST,-,1,"6000 CONLEY ST,Houston, TX"
1712,01/15/2018,19,Aggravated Assault,14D10,"Road, Street, or Sidewalk",-,-,1,"5300 KEYSTONE,Houston, TX"
1713,01/15/2018,23,Theft,14D10,Convenience Store,TRL,-,1,"4300 OLD SPANISH,Houston, TX"
1714,01/15/2018,16,Aggravated Assault,14D10,Residence or House,ST,-,1,"3700 YOSEMITE,Houston, TX"
1715,01/16/2018,1,Robbery,14D10,Service or Gas Station,BLVD,-,1,"3300 YELLOWSTONE BLVD,Houston, TX"
1716,01/16/2018,15,Burglary,14D10,Residence or House,ST,-,1,"6600 FOSTER,Houston, TX"
1717,01/16/2018,22,Theft,14D10,Residence or House,ST,-,1,"4000 CORDER ST,Houston, TX"
1718,01/17/2018,12,AutoTheft,14D10,Residence or House,-,-,1,"5200 PERRY,Houston, TX"
1719,01/18/2018,22,Aggravated Assault,14D10,Apartment Parking Lot,BLVD,-,1,"3300 YELLOWSTONE BLVD,Houston, TX"
1720,01/19/2018,10,Robbery,14D10,Restaurant or Cafeteria Parking Lot,-,-,1,"3600 OLD SPANISH TRL,Houston, TX"
1721,01/20/2018,20,Aggravated Assault,14D10,Apartment Parking Lot,-,-,1,"4000 CORDER STREET APT 3,Houston, TX"
1722,01/20/2018,12,Aggravated Assault,14D10,"Road, Street, or Sidewalk",ST,-,1,"5000 ENYART,Houston, TX"
1723,01/21/2018,1,Robbery,14D10,Service or Gas Station,BLVD,-,1,"6800 CULLEN BLVD,Houston, TX"
1724,01/21/2018,5,Burglary,14D10,Grocery Store or Supermarket,RD,-,1,"5600 MYKAWA,Houston, TX"
1725,01/21/2018,22,Burglary,14D10,Apartment,RD,-,1,"5500 GRIGGS RD,Houston, TX"
1726,01/21/2018,16,Theft,14D10,Apartment Parking Lot,BLVD,-,1,"4900 MARTIN LUTHER KING BLVD,Houston, TX"
1727,01/22/2018,14,Aggravated Assault,14D10,Residence or House,-,-,1,"4700 WINFREE DRIVE,Houston, TX"
1728,01/22/2018,8,Burglary,14D10,Residence or House,-,-,1,"5200 KELSO,Houston, TX"
1729,01/22/2018,22,Theft,14D10,Clothing Store,ST,-,1,"7200 ENGLAND ST,Houston, TX"
1730,01/22/2018,20,Robbery,14D10,Apartment Parking Lot,LN,-,1,"10800 TALLOW BRIAR,Houston, TX"
1731,01/23/2018,18,Theft,14D10,Department or Discount Store,-,-,1,"4400 RADIAL STREET,Houston, TX"
1732,01/23/2018,13,Theft,14D10,Construction Site,FWY,-,1,"12700 SOUTH,Houston, TX"
1733,01/23/2018,13,Theft,14D10,"Pawn, Resale Shop, or Flea Market",RD,-,1,"5600 MYKAWA,Houston, TX"
1734,01/24/2018,9,AutoTheft,14D10,Convenience Store Parking Lot,RD,E,1,"300 TIDWELL,Houston, TX"
1735,01/25/2018,8,Theft,14D10,Body Shop,BLVD,-,1,"6600 CULLEN,Houston, TX"
1736,01/25/2018,11,Theft,14D10,Driveway,-,-,1,"4500 KINGSBURY,Houston, TX"
1737,01/25/2018,23,Robbery,14D10,"Road, Street, or Sidewalk",ST,-,1,"4400 IDAHO ST,Houston, TX"
1738,01/26/2018,1,Theft,14D10,Residence or House,-,-,1,"6000 GRACE LN,Houston, TX"
1739,01/26/2018,2,Burglary,14D10,Commercial Building,BLVD,-,1,"4700 YELLOWSTONE,Houston, TX"
1740,01/26/2018,10,AutoTheft,14D10,Miscellaneous Business (Non-Specific),RD,-,1,"4700 GRIGGS,Houston, TX"
1741,01/26/2018,9,Theft,14D10,"Road, Street, or Sidewalk",ST,-,1,"6800 LONDON ST,Houston, TX"
1742,01/26/2018,20,AutoTheft,14D10,"Road, Street, or Sidewalk",ST,-,1,"3300 ALABAMA,Houston, TX"
1743,01/28/2018,10,Burglary,14D10,Residence or House,-,-,1,"6800 NEW YORK,Houston, TX"
1744,01/28/2018,14,Theft,14D10,"Hotel, Motel, Inn, Etc.",-,-,1,"4300 LOOP  E,Houston, TX"
1745,01/28/2018,15,Theft,14D10,Driveway,RD,-,1,"6300 BEEKMAN RD,Houston, TX"
1746,01/28/2018,8,Theft,14D10,Grocery Store or Supermarket,ST,-,1,"7100 SCOTT,Houston, TX"
1747,01/29/2018,16,Theft,14D10,Apartment Parking Lot,BLVD,-,1,"4900 MARTIN LUTHER KING BLVD,Houston, TX"
1748,01/29/2018,6,Burglary,14D10,Residence or House,-,-,1,"11300 LOCKGATE,Houston, TX"
1749,01/29/2018,12,Aggravated Assault,14D10,"Road, Street, or Sidewalk",BLVD,-,1,"3700 YELLOWSTONE,Houston, TX"
1750,01/29/2018,22,Theft,14D10,Convenience Store,BLVD,-,1,"7100 CULLEN,Houston, TX"
1751,01/30/2018,8,Robbery,14D10,Apartment,BLVD,-,1,"7300 CULLEN BLVD,Houston, TX"
1752,01/31/2018,7,Burglary,14D10,Apartment,ST,-,1,"4000 CORDER ST,Houston, TX"
1753,01/31/2018,23,Burglary,14D10,Apartment,ST,-,1,"4900 TETON,Houston, TX"
1754,01/01/2018,13,AutoTheft,14D20,"Road, Street, or Sidewalk",BLVD,-,1,"3300 AIRPORT BLVD,Houston, TX"
1755,01/01/2018,15,Aggravated Assault,14D20,Apartment,-,-,1,"6400 HEATHERBROOK,Houston, TX"
1756,01/01/2018,19,Aggravated Assault,14D20,"Road, Street, or Sidewalk",-,-,2,"3100 MCGOWEN ST APT D,Houston, TX"
1757,01/01/2018,20,Robbery,14D20,Residence or House,RD,-,1,"8100 ROCKFORD,Houston, TX"
1758,01/01/2018,7,Robbery,14D20,Apartment,-,-,1,"5000 SUNFLOWER APT 13,Houston, TX"
1759,01/02/2018,1,Robbery,14D20,"Road, Street, or Sidewalk",-,-,1,"UNK S IH 610 FWY E/SCOTT EXIT,Houston, TX"
1760,01/02/2018,4,Burglary,14D20,Miscellaneous Business (Non-Specific),BLVD,-,1,"8200 CULLEN,Houston, TX"
1761,01/02/2018,22,Aggravated Assault,14D20,Apartment,-,-,1,"3800 MT PLEASANT,Houston, TX"
1762,01/02/2018,17,Robbery,14D20,Residence or House,-,-,1,"8400 COLONIAL LN,Houston, TX"
1763,01/02/2018,8,AutoTheft,14D20,Apartment Parking Lot,ST,-,1,"4700 WENDA ST,Houston, TX"
1764,01/02/2018,10,AutoTheft,14D20,Driveway,-,-,1,"5500 RICKY,Houston, TX"
1765,01/03/2018,13,Burglary,14D20,Residence or House,-,-,1,"9200 VINEARBOR,Houston, TX"
1766,01/03/2018,20,Aggravated Assault,14D20,Apartment Parking Lot,ST,-,1,"3700 FAULKNER ST,Houston, TX"
1767,01/03/2018,0,Aggravated Assault,14D20,"Road, Street, or Sidewalk",ST,-,1,"3500 BELLFORT ST,Houston, TX"
1768,01/04/2018,15,Theft,14D20,Convenience Store Parking Lot,ST,-,1,"8100 SCOTT ST,Houston, TX"
1769,01/04/2018,11,Theft,14D20,Convenience Store,BLVD,-,1,"8900 CULLEN BLVD,Houston, TX"
1770,01/04/2018,9,Robbery,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",-,-,1,"4900 HIGGINS,Houston, TX"
1771,01/04/2018,6,AutoTheft,14D20,Service or Gas Station,-,-,1,"9200 ROSEHAVEN DR,Houston, TX"
1772,01/04/2018,4,Aggravated Assault,14D20,Apartment Parking Lot,-,-,1,"4200 PHLOX,Houston, TX"
1773,01/05/2018,9,Theft,14D20,Grocery Store or Supermarket,BLVD,-,1,"9400 CULLEN,Houston, TX"
1774,01/05/2018,4,Robbery,14D20,Apartment,-,-,1,"5000 BATTAN,Houston, TX"
1775,01/06/2018,13,Robbery,14D20,"Road, Street, or Sidewalk",BLVD,-,1,"9000 CULLEN BLVD,Houston, TX"
1776,01/06/2018,10,Theft,14D20,Apartment Parking Lot,-,-,1,"3500 NATHANIEL BROWN,Houston, TX"
1777,01/07/2018,14,Robbery,14D20,Service or Gas Station,BLVD,-,1,"7400 CULLEN BLVD,Houston, TX"
1778,01/07/2018,14,Theft,14D20,Convenience Store,BLVD,-,1,"9300 CULLEN BLVD,Houston, TX"
1779,01/07/2018,13,Theft,14D20,Convenience Store,-,-,1,"8400 HEARTH DR 5,Houston, TX"
1780,01/07/2018,15,Burglary,14D20,Apartment,DR,-,1,"4200 BARBERRY,Houston, TX"
1781,01/08/2018,11,Theft,14D20,Apartment,-,-,1,"4200 BARBERRY DR,Houston, TX"
1782,01/08/2018,13,Burglary,14D20,Residence or House,ST,-,1,"1100 THERESA,Houston, TX"
1783,01/08/2018,13,Theft,14D20,Restaurant or Cafeteria Parking Lot,BLVD,-,1,"9100 CULLEN,Houston, TX"
1784,01/08/2018,15,Theft,14D20,Bus Station,ST,-,1,"3900 BELLFORT ST,Houston, TX"
1785,01/08/2018,23,Aggravated Assault,14D20,Residence or House,ST,-,1,"10800 RACK,Houston, TX"
1786,01/09/2018,6,Theft,14D20,Residence or House,-,-,1,"4400 STASSEN,Houston, TX"
1787,01/09/2018,7,Theft,14D20,Residence or House,-,-,1,"7800 COMAL,Houston, TX"
1788,01/09/2018,15,Theft,14D20,Convenience Store,BLVD,-,1,"8900 CULLEN BLVD,Houston, TX"
1789,01/09/2018,13,Aggravated Assault,14D20,"Hotel, Motel, Inn, Etc.",RD,-,1,"4700 REED,Houston, TX"
1790,01/09/2018,21,Theft,14D20,Driveway,-,-,1,"8200 COLONIAL LN,Houston, TX"
1791,01/09/2018,19,Aggravated Assault,14D20,Restaurant or Cafeteria Parking Lot,BLVD,-,1,"9100 CULLEN BLVD,Houston, TX"
1792,01/10/2018,5,Rape,14D20,"Road, Street, or Sidewalk",BLVD,-,1,"7100 MARTIN LUTHER KING JR BLVD,Houston, TX"
1793,01/10/2018,9,Theft,14D20,Commercial Building,ST,-,1,"8400 BASSETT ST,Houston, TX"
1794,01/10/2018,10,Theft,14D20,Garage or Carport,ST,-,1,"1200 DANUBE ST,Houston, TX"
1795,01/10/2018,13,Burglary,14D20,Residence or House,ST,-,1,"1200 DANUBE ST,Houston, TX"
1796,01/11/2018,15,Theft,14D20,Driveway,ST,-,1,"8600 BRANDON ST,Houston, TX"
1797,01/11/2018,21,Aggravated Assault,14D20,Residence or House,-,-,1,"1200 VERA LOU,Houston, TX"
1798,01/11/2018,2,Aggravated Assault,14D20,Residence or House,ST,-,1,"1100 THERESA,Houston, TX"
1799,01/12/2018,18,Theft,14D20,Department or Discount Store,BLVD,-,1,"9400 CULLEN,Houston, TX"
1800,01/12/2018,22,Aggravated Assault,14D20,Apartment,-,-,1,"5000 SUNFLOWER,Houston, TX"
1801,01/13/2018,0,Aggravated Assault,14D20,Bar or Night Club Parking Lot,RD,-,1,"4700 REED RD,Houston, TX"
1802,01/13/2018,9,Aggravated Assault,14D20,Convenience Store Parking Lot,ST,-,1,"9200 SCOTT ST,Houston, TX"
1803,01/13/2018,12,Theft,14D20,Bank or Savings Institution Parking Lot,RD,-,1,"4500 REED RD,Houston, TX"
1804,01/13/2018,22,Robbery,14D20,"Road, Street, or Sidewalk",ST,-,1,"4800 BELLFORT ST,Houston, TX"
1805,01/14/2018,18,Aggravated Assault,14D20,"Road, Street, or Sidewalk",-,-,2,"5800 BELNEATH,Houston, TX"
1806,01/14/2018,16,Theft,14D20,Apartment,ST,-,1,"3300 ALICE ST,Houston, TX"
1807,01/14/2018,14,Theft,14D20,Apartment Parking Lot,RD,-,1,"2700 REED RD,Houston, TX"
1808,01/14/2018,14,Burglary,14D20,Restaurant or Cafeteria,BLVD,-,1,"9400 CULLEN,Houston, TX"
